forest_val,prob
21.400086913069984,0.09047695076316863
21.408167197620944,0.09050357391854605
21.416247482171904,0.0905302041281191
21.42432776672286,0.0905568413932979
21.43240805127382,0.09058348571549266
21.44048833582478,0.09061013709611354
21.44856862037574,0.09063679553657082
21.456648904926702,0.09066346103827466
21.464729189477662,0.09069013360263532
21.47280947402862,0.09071681323106302
21.48088975857958,0.090743499924968
21.48897004313054,0.09077019368576056
21.4970503276815,0.0907968945148509
21.50513061223246,0.09082360241364927
21.513210896783416,0.09085031738356598
21.521291181334377,0.09087703942601133
21.529371465885337,0.09090376854239558
21.537451750436297,0.09093050473412898
21.545532034987257,0.0909572480026219
21.553612319538217,0.0909839983492846
21.561692604089174,0.09101075577552736
21.569772888640134,0.09103752028276052
21.577853173191095,0.09106429187239445
21.585933457742055,0.09109107054583944
21.594013742293015,0.09111785630450579
21.60209402684397,0.09114464914980384
21.610174311394932,0.091171449083144
21.618254595945892,0.09119825610593654
21.626334880496852,0.09122507021959182
21.634415165047812,0.09125189142552019
21.642495449598773,0.09127871972513205
21.65057573414973,0.09130555511983773
21.65865601870069,0.09133239761104756
21.66673630325165,0.09135924720017194
21.67481658780261,0.09138610388862127
21.68289687235357,0.0914129676778059
21.690977156904527,0.09143983856913615
21.699057441455487,0.09146671656402243
21.707137726006447,0.09149360166387518
21.715218010557408,0.09152049387010473
21.723298295108368,0.09154739318412143
21.731378579659328,0.09157429960733574
21.739458864210285,0.09160121314115797
21.747539148761245,0.0916281337869986
21.755619433312205,0.09165506154626792
21.763699717863165,0.09168199642037637
21.771780002414125,0.09170893841073434
21.779860286965082,0.09173588751875222
21.787940571516042,0.09176284374584039
21.796020856067003,0.09178980709340928
21.804101140617963,0.09181677756286924
21.812181425168923,0.09184375515563067
21.820261709719883,0.09187073987310394
21.82834199427084,0.09189773171669952
21.8364222788218,0.0919247306878277
21.84450256337276,0.09195173678789895
21.85258284792372,0.09197875001832355
21.86066313247468,0.09200577038051203
21.868743417025637,0.09203279787587466
21.876823701576598,0.09205983250582188
21.884903986127558,0.09208687427176403
21.892984270678518,0.09211392317511152
21.90106455522948,0.09214097921727475
21.90914483978044,0.09216804239966399
21.917225124331395,0.09219511272368967
21.925305408882355,0.09222219019076222
21.933385693433316,0.09224927480229195
21.941465977984276,0.09227636655968917
21.949546262535236,0.09230346546436434
21.957626547086193,0.09233057151772768
21.965706831637153,0.09235768472118967
21.973787116188113,0.09238480507616058
21.981867400739073,0.09241193258405077
21.989947685290034,0.09243906724627055
21.998027969840994,0.09246620906423031
22.00610825439195,0.0924933580393403
22.01418853894291,0.09252051417301092
22.02226882349387,0.09254767746665239
22.03034910804483,0.09257484792167513
22.03842939259579,0.09260202553948933
22.046509677146748,0.0926292103215054
22.054589961697708,0.09265640226913352
22.06267024624867,0.09268360138378406
22.07075053079963,0.09271080766686725
22.07883081535059,0.0927380211197934
22.08691109990155,0.09276524174397274
22.094991384452506,0.0927924695408155
22.103071669003466,0.09281970451173198
22.111151953554426,0.09284694665813245
22.119232238105386,0.09287419598142709
22.127312522656347,0.0929014524830261
22.135392807207303,0.09292871616433973
22.143473091758263,0.09295598702677822
22.151553376309224,0.09298326507175178
22.159633660860184,0.09301055030067049
22.167713945411144,0.09303784271494465
22.175794229962104,0.09306514231598438
22.18387451451306,0.09309244910519987
22.19195479906402,0.09311976308400123
22.20003508361498,0.09314708425379863
