burst_,x1_,x2_,y1_,y2_,sl_,ta_,t1_,t2_,dt_,case_,step_id_,log_sl_,cos_ta_,v0,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v1,v2,v3,v4,v5,v6,v7,v8,CosAspect,v1_1,EVI,v3_1,v4_1,NDVI,v7_1
10,26.55675,26.55433,-33.63111,-33.61367,0.017607100840286667,-2.8480309988639263,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,TRUE,3,-4.0394530014703856,-0.9572193367325216,22.027170181274414,24.711570739746094,19.711851119995117,601.03125,66.86415100097656,34.15599822998047,24.4477481842041,191.0635986328125,110.29463958740234,175.6327362060547,111.29463958740234,9.38613510131836,60.69044494628906,203.86558532714844,29.51156997680664,14.027449607849121,15.484121322631836,22.438739776611328,19.541034698486328,-0.8910224437713623,35.71441650390625,-4.147759437561035,47.53995132446289,10,0.6439712047576904,6.04163932800293
10,26.55675,26.520373473453954,-33.63111,-33.64455234654779,0.03878077312620414,-1.061146120225415,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-3.249830693156862,0.4878719367282658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,26.55675,26.568396760138835,-33.63111,-33.63327549845676,0.011846366755160178,1.5426447726705974,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-4.435734061353357,0.028147835873615117,22.134166717529297,24.748863220214844,19.785301208496094,597.4798583984375,66.51136779785156,34,22.799121856689453,185.80532836914063,112.14044952392578,173.67453002929688,113,9.377606391906738,60.73671340942383,202.5994415283203,29.53416633605957,14.085302352905273,15.44886302947998,22.568984985351563,19.634166717529297,-0.4494459629058838,40.49282455444336,-0.3086508810520172,42.11847686767578,20,0.5132293105125427,9.770832061767578
10,26.55675,26.546618825166902,-33.63111,-33.63778014207088,0.012129777357582743,-0.8328733989638779,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-4.4120919108868994,0.672752605724399,22.10546875,24.708951950073242,19.705110549926758,594.00360107421875,65.910491943359375,34,22.95206069946289,184.98016357421875,111.0582504272461,172.91049194335938,112.09307861328125,9.5910491943359375,60.866966247558594,205.40277099609375,29.608951568603516,13.905110359191895,15.703840255737305,22.59231948852539,19.517902374267578,-0.16424958407878876,63.23284149169922,-3.608243942260742,12.809977531433105,30,0.48608142137527466,5.28778600692749
10,26.55675,26.60573914383021,-33.63111,-33.63482252643247,0.049129614956039444,1.6508389096093459,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-3.013293270079606,-0.07995714051880755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,26.55675,26.568919813918626,-33.63111,-33.63327089013278,0.012360170588623017,1.5507470260991423,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-4.393276025379306,0.020047957504953005,22.13692283630371,24.748863220214844,19.788057327270508,597.39837646484375,66.51136779785156,34,22.79097557067871,185.7501983642578,112.1141128540039,173.648193359375,113,9.37221622467041,60.720664978027344,202.57652282714844,29.536922454833984,14.088058471679688,15.44886302947998,22.57437515258789,19.63692283630371,-0.26742494106292725,34.6196174621582,3.0612993240356445,29.062767028808594,30,0.4727250635623932,9.936933517456055
10,26.55675,26.565508161386724,-33.63111,-33.63958801895097,0.012189429691695695,0.9573305374971205,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-4.407186121514029,0.575704741190395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,26.55675,26.554361624121665,-33.63111,-33.64388051724434,0.012991937885638715,-0.02920612179486759,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-4.343426276544171,0.9995735315408573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.496954917907715,-0.48709148168563843,12.098204612731934,30,0.45114070177078247,1.9076498746871948
10,26.55675,26.54853186151929,-33.63111,-33.62624079370489,0.009552327990207294,-1.9499985565358129,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-4.650970385588144,-0.3701794904308214,22.155914306640625,24.82396697998047,19.75591278076172,593.9942626953125,65.76032257080078,34.112510681152344,22.76774024963379,185,111.55337524414063,172.79306030273438,112.55337524414063,9.432835578918457,60.548789978027344,204.65628051757813,29.62396812438965,14.067164421081543,15.556803703308105,22.655914306640625,19.667165756225586,0.8585638999938965,26.389995574951172,-2.7532119750976563,51.58887481689453,10,0.6017270684242249,24.342668533325195
10,26.55675,26.581155916722086,-33.63111,-33.650970172416265,0.03146546073791314,1.0434114421828289,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-3.4588648192401727,0.5032752751027896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,26.55675,26.549553188323266,-33.63111,-33.646356637279446,0.016859835308845154,-0.28533851369913976,2020-01-10T22:20:34Z,2020-01-10T23:00:12Z,39.6333333333333,FALSE,3,-4.082821094614787,0.9595664220257948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,26.55433,26.56345,-33.61367,-33.61898,0.010553222256732959,-2.235933289286482,2020-01-10T23:00:12Z,2020-01-10T23:20:36Z,20.4,TRUE,4,-4.551324038514967,-0.6171669050236902,22.00843620300293,24.608436584472656,19.688356399536133,607.056640625,67,35,23.92677116394043,191.45069885253906,111.77465057373047,177.83128356933594,112.77465057373047,9.320080757141113,60.87714767456055,201.43673706054688,29.408435821533203,14.088356018066406,15.320080757141113,22.308435440063477,19.579919815063477,-0.8190395832061768,67.78349304199219,-1.6895250082015991,62.35788345336914,10,0.5994292497634888,14.2025785446167
10,26.55433,26.595392521695253,-33.61367,-33.623757942350416,0.04228353425198153,-1.9495791612568094,2020-01-10T23:00:12Z,2020-01-10T23:20:36Z,20.4,FALSE,4,-3.163357529894175,-0.3697898563434062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,26.55433,26.555258147841595,-33.61367,-33.60703145375954,0.00670311529086193,-0.2767924761411562,2020-01-10T23:00:12Z,2020-01-10T23:20:36Z,20.4,FALSE,4,-5.005182891864343,0.9619369103616132,21.85975456237793,24.497920989990234,19.497920989990234,612.975341796875,68.9771728515625,34.04362106323242,25.7007999420166,196.74134826660156,109.95929718017578,181.44403076171875,110.95929718017578,9.46590518951416,60.98921203613281,204.30966186523438,29.355392456054688,13.802282333374023,15.553112030029297,22.197919845581055,19.302282333374023,0.26750102639198303,174.02671813964844,-2.71240234375,64.5542984008789,10,0.6253380179405212,7.996482849121094
