elephant,run,pair,pearson,spearman,rmse,mae
E3,A,H2O~SSDM,0.8991891981335732,0.9074660180703207,0.11669368021821139,0.09348037366036036
E3,A,SSF~H2O,0.8088547774350131,0.8247410019322352,0.18520228942813458,0.14294038068214368
E3,A,SSF~SSDM,0.9065056564570949,0.9233520983189127,0.12590428500884,0.09887949130946933
E3,A,SSF~SDMmean,0.8744901479826369,0.8889635042197181,0.1472125495526361,0.11334892926305372
