elephant,run,pair,pearson,spearman,rmse,mae
E3,B,H2O~SSDM,0.9372735879981796,0.9350977633167719,0.13746238105635036,0.10652955680713978
E3,B,SSF~H2O,0.7000367218558491,0.65951263612039,0.24164148758271897,0.18615935529422997
E3,B,SSF~SSDM,0.81009907282799265,0.7171411750653215,0.22909011863574008,0.15878254218079266
E3,B,SSF~SDMmean,0.764453682524812,0.6972935279662908,0.2251942915294326,0.1584273078728046
