elephant,run,metric,SSF,H2O,SSDM
E3,B,mean,0.1638035870278015,0.34089750002608704,0.29063011270382355
E3,B,sd,0.13514457339501337,0.33104733254300894,0.2830295524648107
E3,B,cv,0.8250403731820332,0.9711051901130705,0.9738479913793157
