species,lon,lat
E6B,26.53731,-33.59751
E6B,26.59256,-33.59316
E6B,26.52831,-33.64441
E6B,26.56989,-33.61586
E6B,26.52773,-33.63681
E6B,26.53939,-33.63917
E6B,26.60357,-33.61981
E6B,26.56305,-33.60783
E6B,26.55809,-33.64177
E6B,26.57027,-33.6114
E6B,26.53691,-33.63597
E6B,26.60433,-33.61523
E6B,26.60156,-33.61182
E6B,26.55318,-33.63043
E6B,26.60276,-33.61015
E6B,26.55657,-33.63056
E6B,26.52089,-33.63511
E6B,26.56603,-33.62115
E6B,26.52989,-33.61033
E6B,26.55542,-33.61882
E6B,26.55372,-33.61718
E6B,26.54608,-33.61987
E6B,26.58051,-33.57082
E6B,26.57833,-33.58285
E6B,26.49916,-33.63402
E6B,26.60242,-33.61691
E6B,26.57481,-33.6202
E6B,26.6047,-33.61422
E6B,26.55179,-33.61541
E6B,26.50772,-33.57245
E6B,26.53777,-33.58262
E6B,26.51961,-33.64273
E6B,26.60501,-33.61555
E6B,26.57481,-33.62627
E6B,26.54083,-33.6393
E6B,26.55279,-33.6349
E6B,26.50451,-33.57322
E6B,26.5633,-33.63088
E6B,26.59058,-33.5776
E6B,26.5126,-33.59043
E6B,26.57914,-33.6283
E6B,26.56234,-33.62236
E6B,26.544,-33.61767
E6B,26.54347,-33.6446
E6B,26.59812,-33.6193
E6B,26.56135,-33.61738
E6B,26.60926,-33.61405
E6B,26.60707,-33.60594
E6B,26.53325,-33.64241
E6B,26.57844,-33.56876
E6B,26.4996,-33.62423
E6B,26.60197,-33.60366
E6B,26.57867,-33.6101
E6B,26.55784,-33.62205
E6B,26.49322,-33.61933
E6B,26.56817,-33.62835
E6B,26.55585,-33.63232
E6B,26.59395,-33.59553
E6B,26.50648,-33.58945
E6B,26.55931,-33.63294
E6B,26.55536,-33.62994
E6B,26.59214,-33.58859
E6B,26.54822,-33.604
E6B,26.55949,-33.63084
E6B,26.59795,-33.59671
E6B,26.60325,-33.61644
E6B,26.58797,-33.60224
E6B,26.57084,-33.61631
E6B,26.55647,-33.6131
E6B,26.55635,-33.61882
E6B,26.57357,-33.60957
E6B,26.54731,-33.61725
E6B,26.58326,-33.6018
E6B,26.51799,-33.63494
E6B,26.56559,-33.63057
E6B,26.60463,-33.60826
E6B,26.55936,-33.6194
E6B,26.52852,-33.64495
E6B,26.58871,-33.58174
E6B,26.58165,-33.61716
E6B,26.51731,-33.6133
E6B,26.58329,-33.61741
E6B,26.5773,-33.56978
E6B,26.5798,-33.59932
E6B,26.54126,-33.60461
E6B,26.57668,-33.62579
E6B,26.58075,-33.61947
E6B,26.52354,-33.64174
E6B,26.58612,-33.58985
E6B,26.60322,-33.61255
E6B,26.59527,-33.60983
E6B,26.5664,-33.63789
E6B,26.56607,-33.62123
E6B,26.50247,-33.59314
E6B,26.60481,-33.61243
E6B,26.57756,-33.62122
E6B,26.54342,-33.62318
E6B,26.59104,-33.57627
E6B,26.55161,-33.61732
E6B,26.57296,-33.62454
E6B,26.5383,-33.56806
E6B,26.51314,-33.60997
E6B,26.5805,-33.60075
E6B,26.56766,-33.63715
E6B,26.56953,-33.63554
E6B,26.56023,-33.62057
E6B,26.53752,-33.56839
E6B,26.54452,-33.63455
E6B,26.57607,-33.62672
E6B,26.59241,-33.60739
E6B,26.56121,-33.61188
E6B,26.536740000000002,-33.63158
E6B,26.57182,-33.58508
E6B,26.56832,-33.6322
E6B,26.55198,-33.63447
E6B,26.56107,-33.58388
E6B,26.55134,-33.61569
E6B,26.58838,-33.6135
E6B,26.50294,-33.63684
E6B,26.51818,-33.63271
E6B,26.58842,-33.60813
E6B,26.5867,-33.61234
E6B,26.59138,-33.60784
E6B,26.51892,-33.63799
E6B,26.53658,-33.63187
E6B,26.58542,-33.59446
E6B,26.54314,-33.64494
E6B,26.59536,-33.59694
E6B,26.558,-33.62999
E6B,26.59615,-33.61606
E6B,26.56941,-33.61935
E6B,26.5105,-33.59387
E6B,26.5463,-33.61981
E6B,26.57942,-33.61439
E6B,26.59332,-33.59276
E6B,26.57596,-33.61049
E6B,26.49752,-33.62842
E6B,26.55175,-33.61575
E6B,26.5442,-33.64616
E6B,26.56549,-33.6282
E6B,26.57866,-33.58806
E6B,26.55142,-33.64313
E6B,26.58341,-33.60666
E6B,26.50866,-33.57321
E6B,26.6048,-33.61628
E6B,26.5895,-33.60194
E6B,26.55688,-33.63146
E6B,26.56363,-33.63239
E6B,26.58865,-33.61258
E6B,26.60692,-33.60816
E6B,26.56111,-33.62191
E6B,26.54754,-33.6151
E6B,26.58246,-33.61047
E6B,26.56296,-33.62767
E6B,26.56901,-33.61702
E6B,26.55524,-33.63313
E6B,26.5537,-33.61984
E6B,26.5659,-33.62825
E6B,26.55634,-33.6272
E6B,26.4999,-33.60091
E6B,26.53661,-33.63154
E6B,26.55815,-33.61971
E6B,26.55639,-33.62788
E6B,26.51395,-33.60658
E6B,26.60532,-33.60523
E6B,26.59199,-33.61128
E6B,26.52341,-33.63666
E6B,26.58879,-33.6059
E6B,26.56398,-33.62037
E6B,26.54509,-33.64088
E6B,26.57146,-33.56688
E6B,26.57326,-33.6114
E6B,26.56472,-33.6313
E6B,26.51565,-33.63227
E6B,26.5108,-33.63326
E6B,26.53032,-33.63854
E6B,26.51883,-33.64321
E6B,26.57429,-33.62662
E6B,26.56634,-33.62114
E6B,26.55138,-33.6223
E6B,26.55974,-33.62947
E6B,26.58803,-33.59522
E6B,26.56814,-33.61516
E6B,26.57013,-33.62937
E6B,26.60774,-33.60904
E6B,26.58844,-33.6055
E6B,26.60488,-33.61683
E6B,26.57175,-33.59666
E6B,26.5675,-33.63851
E6B,26.5613,-33.62155
E6B,26.5819,-33.61335
E6B,26.59712,-33.60793
E6B,26.55565,-33.63084
E6B,26.58296,-33.61038
E6B,26.56723,-33.63017
E6B,26.51635,-33.63573
E6B,26.56099,-33.62815
E6B,26.58176,-33.59146
E6B,26.58319,-33.61909
E6B,26.56273,-33.60699
E6B,26.598,-33.60695
E6B,26.59809,-33.62058
E6B,26.60496,-33.59667
E6B,26.5497,-33.63566
E6B,26.54624,-33.61535
E6B,26.52223,-33.6351
E6B,26.55546,-33.6329
E6B,26.57955,-33.62161
E6B,26.57737,-33.62664
E6B,26.60592,-33.60726
E6B,26.51427,-33.63632
E6B,26.57224,-33.5853
E6B,26.53635,-33.63276
E6B,26.55772,-33.62328
E6B,26.60242,-33.6185
E6B,26.50466,-33.58297
E6B,26.59919,-33.60767
E6B,26.55747,-33.62128
E6B,26.53589,-33.63697
E6B,26.50353,-33.63609
E6B,26.54605,-33.61991
E6B,26.56337,-33.61653
E6B,26.56207,-33.62615
E6B,26.55956,-33.61306
E6B,26.55675,-33.61289
E6B,26.60676,-33.61057
E6B,26.55063,-33.61901
E6B,26.59594,-33.60552
E6B,26.57634,-33.6276
E6B,26.58141,-33.61544
E6B,26.55688,-33.61997
E6B,26.57104,-33.62842
E6B,26.5742,-33.62823
E6B,26.54422,-33.62115
E6B,26.55436,-33.61964
E6B,26.56615,-33.61474
E6B,26.57136,-33.61116
E6B,26.55481,-33.6205
E6B,26.55537,-33.62144
E6B,26.52789,-33.64234
E6B,26.56302,-33.62388
E6B,26.59799,-33.61784
E6B,26.57061,-33.61167
E6B,26.58602,-33.59604
E6B,26.57754,-33.6094
E6B,26.50173,-33.63469
E6B,26.55652,-33.62329
E6B,26.50573,-33.56892
E6B,26.59167,-33.5859
E6B,26.53031,-33.6362
E6B,26.58684,-33.61374
E6B,26.50822,-33.60552
