elephant,run,metric,SSF,H2O,SSDM
E5,B,mean,0.13353276165789116,0.48500247608515495,0.3292989593155776
E5,B,sd,0.09336688646230373,0.3568055853420432,0.2509777491274174
E5,B,cv,0.6992058323657111,0.7356778618666654,0.7621577331641055
