elephant,run,metric,SSF,H2O,SSDM
E5,A,mean,0.002491123673827543,0.5201215262957299,0.2367516733534327
E5,A,sd,0.006761156557078251,0.39765749407774137,0.21061721436656256
E5,A,cv,2.714098024925394,0.7645472706067055,0.8896123541333205
