elephant,run,pair,pearson,spearman,rmse,mae
E5,B,H2O~SSDM,0.9352553988788805,0.9325549974373002,0.11618238181156533,0.09281082194386156
E5,B,SSF~H2O,0.46891478772547257,0.5293873280339674,0.33614975650030887,0.25483417092169175
E5,B,SSF~SSDM,0.5173641327746364,0.556517550778019,0.2928903574832922,0.2262079852712598
E5,B,SSF~SDMmean,0.4986672121109994,0.541499767602829,0.3098646860971764,0.23484405256832508
