species,lon,lat
E6B,26.53731,-33.59751
E6B,26.60422,-33.61532
E6B,26.58967,-33.57311
E6B,26.57449,-33.60812
E6B,26.57932,-33.592529999999996
E6B,26.58695,-33.61656
E6B,26.5581,-33.6075
E6B,26.59094,-33.57886
E6B,26.55323,-33.63118
E6B,26.60783,-33.61182
E6B,26.58136,-33.57515
E6B,26.53809,-33.5996
E6B,26.57473,-33.61974
E6B,26.59569,-33.60939
E6B,26.57125,-33.61681
E6B,26.57466,-33.62488
E6B,26.52818,-33.61149
E6B,26.56403,-33.63088
E6B,26.55813,-33.62291
E6B,26.56803,-33.62138
E6B,26.56924,-33.62263
E6B,26.53487,-33.63444
E6B,26.51114,-33.63329
E6B,26.5816,-33.60237
E6B,26.49987,-33.63536
E6B,26.60778,-33.60492
E6B,26.50226,-33.61954
E6B,26.50898,-33.58408
E6B,26.50207,-33.590089999999996
E6B,26.53636,-33.64207
E6B,26.57536,-33.61892
E6B,26.60689,-33.60693
E6B,26.54987,-33.61564
E6B,26.51038,-33.56076
E6B,26.60745,-33.6055
E6B,26.52635,-33.63616
E6B,26.5626,-33.58215
E6B,26.51835,-33.58963
E6B,26.55618,-33.61693
E6B,26.5128,-33.58787
E6B,26.52097,-33.62406
E6B,26.52862,-33.64429
E6B,26.57012,-33.6098
E6B,26.58951,-33.60973
E6B,26.50498,-33.5853
E6B,26.55183,-33.5933
E6B,26.60521,-33.61222
E6B,26.56741,-33.62174
E6B,26.55713,-33.62511
E6B,26.60576,-33.6147
E6B,26.53671,-33.63535
E6B,26.60924,-33.61408
E6B,26.55707,-33.62382
E6B,26.52551,-33.58494
E6B,26.54331,-33.63738
E6B,26.50235,-33.63708
E6B,26.57969,-33.59342
E6B,26.52847,-33.63099
E6B,26.5089,-33.57966
E6B,26.59799,-33.57644
E6B,26.51585,-33.57882
E6B,26.57056,-33.6164
E6B,26.55726,-33.62392
E6B,26.56257,-33.61232
E6B,26.58862,-33.60939
E6B,26.57288,-33.62925
E6B,26.50218,-33.57222
E6B,26.57151,-33.61204
E6B,26.53505,-33.63697
E6B,26.57831,-33.60253
E6B,26.50839,-33.56288
E6B,26.59911,-33.61069
E6B,26.52761,-33.64283
E6B,26.6053,-33.61235
E6B,26.52292,-33.6424
E6B,26.58353,-33.61585
E6B,26.52715,-33.63324
E6B,26.60286,-33.60804
E6B,26.54465,-33.61973
E6B,26.57703,-33.61217
E6B,26.50714,-33.56821
E6B,26.6058,-33.61676
E6B,26.56874,-33.63101
E6B,26.53065,-33.63184
E6B,26.51583,-33.57847
E6B,26.5655,-33.6359
E6B,26.60682,-33.6065
E6B,26.58489,-33.59981
E6B,26.55969,-33.62944
E6B,26.57854,-33.56761
E6B,26.50797,-33.64012
E6B,26.52353,-33.59281
E6B,26.59033,-33.59639
E6B,26.57319,-33.62667
E6B,26.54434,-33.63657
E6B,26.55791,-33.61247
E6B,26.58716,-33.58319
E6B,26.50122,-33.61567
E6B,26.58105,-33.6168
E6B,26.56951,-33.61419
E6B,26.55217,-33.61519
E6B,26.49851,-33.63714
E6B,26.59988,-33.61507
E6B,26.5298,-33.58813
E6B,26.5515,-33.61711
E6B,26.50725,-33.60562
E6B,26.5691,-33.6295
E6B,26.55769,-33.63054
E6B,26.57081,-33.61572
E6B,26.58099,-33.60192
E6B,26.56769,-33.62642
E6B,26.60687,-33.61332
E6B,26.5659,-33.63364
E6B,26.52028,-33.63787
E6B,26.59895,-33.61677
E6B,26.50177,-33.63424
E6B,26.57809,-33.59954
E6B,26.5543,-33.61588
E6B,26.53629,-33.57035
E6B,26.56042,-33.63439
E6B,26.55408,-33.62954
E6B,26.50179,-33.602
E6B,26.55489,-33.63173
E6B,26.59791,-33.61768
E6B,26.56229,-33.61994
E6B,26.56359,-33.62288
E6B,26.53962,-33.63942
E6B,26.5591,-33.62647
E6B,26.60124,-33.61836
E6B,26.52706,-33.58567
E6B,26.55808,-33.63184
E6B,26.60795,-33.61232
E6B,26.56979,-33.61543
E6B,26.50555,-33.56519
E6B,26.53405,-33.63917
E6B,26.60624,-33.60652
E6B,26.49839,-33.59222
E6B,26.55632,-33.62886
E6B,26.51271,-33.56446
E6B,26.56472,-33.62619
E6B,26.5084,-33.63132
E6B,26.50478,-33.6193
E6B,26.57954,-33.62639
E6B,26.50539,-33.56328
E6B,26.54983,-33.61859
E6B,26.60078,-33.59113
E6B,26.56948,-33.61947
E6B,26.57311,-33.61838
E6B,26.56633,-33.63975
E6B,26.52484,-33.60031
E6B,26.56453,-33.57189
E6B,26.59941,-33.59155
E6B,26.57135,-33.61325
E6B,26.58398,-33.60137
E6B,26.58469,-33.62668
E6B,26.5273,-33.64673
E6B,26.53877,-33.63694
E6B,26.5972,-33.5808
E6B,26.54088,-33.64244
E6B,26.57923,-33.60505
E6B,26.5235,-33.64
E6B,26.50695,-33.6374
E6B,26.50826,-33.63058
E6B,26.53255,-33.56559
E6B,26.60169,-33.59405
E6B,26.56926,-33.61887
E6B,26.56058,-33.62219
E6B,26.54114,-33.63846
E6B,26.54153,-33.57714
E6B,26.60613,-33.61513
E6B,26.53784,-33.62913
E6B,26.55361,-33.62954
E6B,26.54806,-33.63585
E6B,26.56353,-33.62603
E6B,26.53547,-33.63285
E6B,26.50651,-33.60356
E6B,26.55795,-33.61324
E6B,26.56633,-33.62513
E6B,26.56527,-33.62255
E6B,26.59245,-33.61119
E6B,26.5995,-33.61911
E6B,26.55373,-33.61926
E6B,26.50233,-33.6199
E6B,26.60718,-33.61518
E6B,26.50599,-33.5629
E6B,26.52005,-33.63655
