species,lon,lat
E6B,26.56085,-33.58485
E6B,26.53878,-33.63602
E6B,26.54604,-33.6347
E6B,26.55369,-33.63824
E6B,26.54854,-33.6129
E6B,26.53836,-33.64247
E6B,26.51097,-33.62673
E6B,26.52628,-33.62839
E6B,26.55681,-33.64066
E6B,26.52623,-33.63599
E6B,26.52014,-33.59804
E6B,26.54122,-33.63038
E6B,26.52211,-33.63064
E6B,26.52896,-33.62679
E6B,26.54732,-33.63455
E6B,26.55621,-33.61081
E6B,26.5433,-33.5795
E6B,26.52785,-33.64183
E6B,26.50895,-33.58986
E6B,26.51923,-33.5962
E6B,26.54157,-33.64055
E6B,26.51809,-33.60419
E6B,26.51022,-33.64069
E6B,26.50697,-33.64083
E6B,26.54876,-33.63178
E6B,26.50461,-33.63981
E6B,26.50964,-33.58111
E6B,26.53175,-33.64355
E6B,26.53056,-33.6284
E6B,26.54032,-33.64263
E6B,26.54071,-33.62947
E6B,26.5199,-33.60551
E6B,26.54901,-33.6372
E6B,26.51018,-33.63613
E6B,26.54799,-33.62092
E6B,26.52852,-33.63902
E6B,26.53258,-33.63173
E6B,26.5298,-33.62695
E6B,26.54766,-33.6148
E6B,26.50789,-33.6423
E6B,26.5306,-33.62573
E6B,26.51293,-33.63368
E6B,26.5092,-33.58478
E6B,26.5477,-33.636
E6B,26.54714,-33.60515
E6B,26.51483,-33.59628
E6B,26.507,-33.59757
E6B,26.52356,-33.63667
E6B,26.5214,-33.61213
E6B,26.50128,-33.60916
E6B,26.52813,-33.63081
E6B,26.53531,-33.638420000000004
E6B,26.54085,-33.63189
E6B,26.54261,-33.63498
E6B,26.50867,-33.63624
E6B,26.49445,-33.6173
E6B,26.55524,-33.64354
E6B,26.51767,-33.62508
E6B,26.53609,-33.64082
E6B,26.53129,-33.62465
E6B,26.50977,-33.61331
E6B,26.50533,-33.56631
E6B,26.52189,-33.63455
E6B,26.5495,-33.63473
E6B,26.5281,-33.63099
E6B,26.54644,-33.63708
E6B,26.52634,-33.63615
E6B,26.52618,-33.60055
E6B,26.5108,-33.60672
E6B,26.54061,-33.62812
E6B,26.51193,-33.61234
E6B,26.54041,-33.62845
E6B,26.54409,-33.63655
E6B,26.51257,-33.63456
E6B,26.52964,-33.64108
E6B,26.51786,-33.64225
E6B,26.53638,-33.57158
E6B,26.5215,-33.64192
E6B,26.50539,-33.638
E6B,26.54642,-33.62874
E6B,26.4955,-33.63756
E6B,26.55118,-33.62895
E6B,26.55129,-33.63618
E6B,26.49518,-33.62051
E6B,26.51306,-33.63514
E6B,26.50263,-33.62313
E6B,26.55336,-33.64346
E6B,26.54476,-33.63767
E6B,26.53011,-33.62943
E6B,26.53761,-33.63155
E6B,26.54111,-33.64493
E6B,26.53248,-33.62456
E6B,26.52991,-33.62907
E6B,26.53017,-33.63986
E6B,26.52997,-33.64467
E6B,26.50994,-33.626220000000004
