species,lon,lat
E4A,26.56635,-33.63481
E4A,26.59265,-33.57397
E4A,26.57309,-33.62953
E4A,26.56763,-33.63189
E4A,26.58537,-33.58908
E4A,26.54481,-33.64428
E4A,26.582,-33.58921
E4A,26.51234,-33.61167
E4A,26.51888,-33.57303
E4A,26.5033,-33.63532
E4A,26.5008,-33.60877
E4A,26.51466,-33.59072
E4A,26.52413,-33.60946
E4A,26.4971,-33.61709
E4A,26.49661,-33.57653
E4A,26.50754,-33.60081
E4A,26.51074,-33.59698
E4A,26.52388,-33.57837
E4A,26.5306,-33.60907
E4A,26.53313,-33.57717
E4A,26.60462,-33.60821
E4A,26.49895,-33.59306
E4A,26.5187,-33.60915
E4A,26.50697,-33.60525
E4A,26.50981,-33.57517
E4A,26.50932,-33.56363
E4A,26.57331,-33.6015
E4A,26.52095,-33.62436
E4A,26.52714,-33.6416
E4A,26.51325,-33.59234
E4A,26.54936,-33.59913
E4A,26.52187,-33.60817
E4A,26.53101,-33.59292
E4A,26.53019,-33.57382
E4A,26.54802,-33.57864
E4A,26.52291,-33.63923
E4A,26.50677,-33.588
E4A,26.50034,-33.58118
E4A,26.51524,-33.61901
E4A,26.55577,-33.58998
E4A,26.50069,-33.58264
E4A,26.52213,-33.59539
E4A,26.51634,-33.59377
E4A,26.52355,-33.6367
E4A,26.5499,-33.63105
E4A,26.52857,-33.58252
E4A,26.50926,-33.63701
E4A,26.52268,-33.63954
E4A,26.52964,-33.59178
E4A,26.54134,-33.61176
E4A,26.51624,-33.59379
E4A,26.50617,-33.59767
E4A,26.53274,-33.61236
E4A,26.51697,-33.59231
E4A,26.49859,-33.59249
E4A,26.4997,-33.57243
E4A,26.51087,-33.60684
E4A,26.51076,-33.58496
E4A,26.52777,-33.61437
E4A,26.50971,-33.61538
E4A,26.53509,-33.57538
E4A,26.51421,-33.5948
E4A,26.5066,-33.58118
E4A,26.50561,-33.57684
E4A,26.51878,-33.63967
E4A,26.52234,-33.62549
E4A,26.51793,-33.60271
E4A,26.50989,-33.6088
E4A,26.50833,-33.62108
E4A,26.51627,-33.57726
E4A,26.56848,-33.60391
E4A,26.51827,-33.57602
E4A,26.53195,-33.61082
E4A,26.49758,-33.57622
E4A,26.50971,-33.61653
E4A,26.52412,-33.60163
E4A,26.53167,-33.59301
E4A,26.55084,-33.62804
E4A,26.49915,-33.62231
E4A,26.52832,-33.60728
E4A,26.50961,-33.57447
E4A,26.52905,-33.61553
E4A,26.56852,-33.60393
E4A,26.50377,-33.61909
E4A,26.50857,-33.61442
E4A,26.53103,-33.63543
E4A,26.51941,-33.61427
E4A,26.52874,-33.58319
E4A,26.50917,-33.59559
E4A,26.52133,-33.60837
E4A,26.51038,-33.57263
E4A,26.51478,-33.57539
E4A,26.5044,-33.58403
E4A,26.51835,-33.59824
E4A,26.50504,-33.57406
E4A,26.52582,-33.63079
E4A,26.50646,-33.62936
E4A,26.52057,-33.63135
E4A,26.50638,-33.581
E4A,26.56404,-33.60476
E4A,26.52005,-33.58744
E4A,26.57479,-33.60451
E4A,26.53202,-33.58268
E4A,26.57075,-33.59747
E4A,26.52327,-33.64083
E4A,26.53151,-33.61326
E4A,26.52387,-33.59161
E4A,26.52429,-33.60749
E4A,26.54178,-33.60436
E4A,26.5297,-33.64336
E4A,26.52525,-33.59839
E4A,26.52119,-33.63962
E4A,26.50889,-33.57055
E4A,26.52855,-33.59048
E4A,26.521,-33.59981
E4A,26.50781,-33.56523
E4A,26.53421,-33.63891
E4A,26.5172,-33.60778
E4A,26.49512,-33.60533
E4A,26.55052,-33.59701
E4A,26.59915,-33.60873
E4A,26.5021,-33.58602
E4A,26.53097,-33.58784
E4A,26.50681,-33.64104
E4A,26.53099,-33.62472
E4A,26.50461,-33.57743
E4A,26.5393,-33.60767
E4A,26.52116,-33.6389
E4A,26.53642,-33.56562
E4A,26.53193,-33.59214
E4A,26.54984,-33.58328
E4A,26.49534,-33.57346
E4A,26.53493,-33.61066
E4A,26.50189,-33.57149
E4A,26.51939,-33.61437
E4A,26.55435,-33.62389
E4A,26.51981,-33.59205
E4A,26.52247,-33.60098
E4A,26.51509,-33.62954
E4A,26.57556,-33.60669
E4A,26.57833,-33.60632
E4A,26.51144,-33.61827
E4A,26.53858,-33.59628
E4A,26.50783,-33.5689
E4A,26.49403,-33.63626
E4A,26.55576,-33.58994
E4A,26.49822,-33.60153
E4A,26.57103,-33.59902
E4A,26.53276,-33.61055
E4A,26.52002,-33.62299
E4A,26.5748,-33.60505
E4A,26.5767,-33.60609
E4A,26.58805,-33.61253
E4A,26.51172,-33.57113
E4A,26.49934,-33.59065
E4A,26.50774,-33.57675
E4A,26.55601,-33.5904
E4A,26.51583,-33.59306
E4A,26.51027,-33.60767
E4A,26.51479,-33.61273
E4A,26.53533,-33.56559
E4A,26.50476,-33.63091
E4A,26.52017,-33.60572
E4A,26.53815,-33.60189
E4A,26.56078,-33.58538
E4A,26.52837,-33.60659
E4A,26.56474,-33.59779
E4A,26.50551,-33.61485
E4A,26.53145,-33.61024
E4A,26.49533,-33.57226
E4A,26.56273,-33.58332
E4A,26.51802,-33.62833
E4A,26.52096,-33.6136
E4A,26.50567,-33.60106
E4A,26.52843,-33.59508
E4A,26.53497,-33.61054
E4A,26.53982,-33.60769
E4A,26.50579,-33.58469
E4A,26.52629,-33.58384
E4A,26.53779,-33.59967
E4A,26.54509,-33.59733
E4A,26.50659,-33.61528
E4A,26.50827,-33.56907
E4A,26.5102,-33.6026
E4A,26.53127,-33.61036
E4A,26.54942,-33.5956
E4A,26.51898,-33.60831
E4A,26.51033,-33.57461
E4A,26.52227,-33.6072
E4A,26.50869,-33.56697
E4A,26.52064,-33.60733
E4A,26.53659,-33.56581
E4A,26.53642,-33.61056
E4A,26.52768,-33.58767
E4A,26.52623,-33.60641
E4A,26.53083,-33.59289
E4A,26.51822,-33.62015
E4A,26.51876,-33.58821
E4A,26.55329,-33.62102
E4A,26.53945,-33.61269
E4A,26.51758,-33.57437
E4A,26.54108,-33.59954
E4A,26.52037,-33.58931
E4A,26.51755,-33.57579
E4A,26.51004,-33.62394
E4A,26.51115,-33.59711
E4A,26.5075,-33.60032
E4A,26.52566,-33.57563
E4A,26.50727,-33.57093
E4A,26.54421,-33.57772
E4A,26.51391,-33.629
E4A,26.52218,-33.64245
E4A,26.51866,-33.62405
E4A,26.50852,-33.6052
E4A,26.50015,-33.62017
E4A,26.50439,-33.58381
E4A,26.50559,-33.57668
E4A,26.54801,-33.62002
E4A,26.52486,-33.63546
E4A,26.52119,-33.60903
E4A,26.52869,-33.58792
E4A,26.50035,-33.62256
E4A,26.51494,-33.59454
E4A,26.51937,-33.6127
E4A,26.56286,-33.62409
E4A,26.51146,-33.571
E4A,26.53703,-33.63318
E4A,26.53596,-33.60307
E4A,26.49784,-33.58681
E4A,26.50971,-33.56194
E4A,26.50814,-33.60044
E4A,26.52913,-33.60815
E4A,26.50716,-33.62029
E4A,26.52,-33.64002
E4A,26.57611,-33.60674
