elephant,run,pair,pearson,spearman,rmse,mae
E2,B,H2O~SSDM,0.9294334536931419,0.8761737135460633,0.13284469940706706,0.10193715041920194
E2,B,SSF~H2O,0.7904212141818161,0.8159399801335161,0.31411676500597546,0.1723607916874983
E2,B,SSF~SSDM,0.8568101861564974,0.8954690889599257,0.27461408437595486,0.19024536799077404
E2,B,SSF~SDMmean,0.8346590670746349,0.8911051351709047,0.2874529355522276,0.17693255919102785
