elephant,run,metric,SSF,H2O,SSDM
E2,B,mean,0.06622589001547213,0.44632672155637615,0.2561846416378445
E2,B,sd,0.08562529805149972,0.4327522880691147,0.2667018620453741
E2,B,cv,1.2929278374147564,0.9695863281286123,1.0410532782107367
