variable,beta,mean,sd
one,-0.31816441657554506,21.989272246733837,0.15198865771033027
two,0.08856152274209342,24.615158756316784,0.14437517413575957
three,0.466104659634248,19.624258083003458,0.16233285930874136
four,-4.267461473409259,609.6489920214265,11.43287428772959
five,0.7419133256502565,68.17973198684427,2.195271041912891
six,-0.13721714700529317,34.50553136820648,0.4912559548778899
seven,-2.5264221984263826,24.48777996975564,1.5587819358852095
eight,3.7501265325390007,192.96811049950654,6.434669966122749
nine,0.39293077165264795,111.23417453673287,1.29840784195194
ten,2.600760297843414,179.57604409774027,5.565703679732184
eleven,-0.19866300202647502,112.26258107167389,0.9340318026138023
twelve,-0.08157307521356247,9.448987263199097,0.13710036666043984
thirteen,0.042903042130940136,61.080317225549955,0.4033034831583181
fourteen,-0.21566049002136692,203.15627580020103,1.4212713896018456
fifteen,161.2457465379813,29.43372932755106,0.10057853350894246
sixteen,-298.00814562168097,13.96261988915462,0.18559266118180556
seventeen,-218.10277887413943,15.471109648084212,0.13587754458317544
eighteen,0.3948104572738422,22.33852139048772,0.19833444716258894
nineteen,0.4713453808030418,19.511684416926954,0.16750557620909992
twenty,0.0732268359821137,-0.1449369560120143,0.6720449103772685
twentyone,0.2676990164497285,94.4571413359723,64.50893087447153
twentytwo,0.016299656671498918,-2.2651546289083537,1.5155778543006215
twentythree,0.04993009726242749,46.78618605906073,18.209525904024957
twentyfour,-0.04874253732995429,15.591061929964384,8.876690196815224
twentyfive,0.03052758778079078,0.5745558873163075,0.07877282006235724
twentysix,-0.0829015388283675,9.75042519975328,5.177356073958581
