variable,beta,mean,sd
one,-0.970609754744188,22.008564943662996,0.1400383394308608
two,0.2531838108040354,24.63350045946173,0.13468258885491338
three,0.21106820718760153,19.64745206795661,0.1455658632890196
four,-4.272398429025748,608.5170955884206,11.01072810509399
five,0.34051104154101214,67.90927476678222,2.014193030574939
six,-0.16263160197498333,34.56841235642895,0.4520594526498991
seven,-2.7884861356575135,24.34659785176592,1.4133028148122422
eight,5.372960534732189,192.39854928419268,5.992919920592573
nine,0.8337684702701569,111.32301348342719,1.0987922338749536
ten,2.691292062086953,179.00269412806767,5.244480023167314
eleven,-0.4161140858419011,112.34105862328764,0.832515557723128
twelve,-1.1838026551859533,9.432212250704458,0.12617892588320767
thirteen,0.5485119415924862,61.015831388966944,0.3724514616093564
fourteen,-0.7756109013451553,203.08453061361033,1.4157145609688224
fifteen,2035.3574604076393,29.451299589761597,0.1037017760121893
sixteen,-3367.8286665348182,13.985661574167287,0.17159706691119156
seventeen,-2674.8300560746793,15.465638202932478,0.1363341055079221
eighteen,0.9890498346155571,22.362805511039674,0.19273411487460548
nineteen,0.42796360201746053,19.536735224972027,0.1533360380222941
twenty,0.0659523190433169,-0.14707986455475525,0.6611100024977907
twentyone,0.0030608726811794697,85.36805254160635,66.02678081259931
twentytwo,0.05094553767548388,-2.104467934697977,1.6343787766261302
twentythree,-0.01997825683410412,40.63708849642991,18.851820705815133
twentyfour,-0.15620161918289227,17.748016603790404,9.973630901780501
twentyfive,0.001372320779439797,0.5503562791886346,0.08972609295571746
twentysix,-0.3171871133111912,7.841519004323885,4.821129845771056
