elephant,run,pair,pearson,spearman,rmse,mae
E4,A,H2O~SSDM,0.9324774518210697,0.9425326856943084,0.10772853567446405,0.08550735800774181
E4,A,SSF~H2O,0.8076320578924403,0.8283172377834975,0.23395948429110214,0.1942713730366514
E4,A,SSF~SSDM,0.8612995820808103,0.8888371175312021,0.16632403491939354,0.13965721637072734
E4,A,SSF~SDMmean,0.8466243315786427,0.8654096690464588,0.19570131090815926,0.16370232586179403
