elephant,run,metric,SSF,H2O,SSDM
E4,A,mean,0.27122668958177854,0.544575969073278,0.39526530053733555
E4,A,sd,0.1714947765959515,0.2582645649886693,0.21615856150176171
E4,A,cv,0.6322931427880379,0.4742489187576846,0.5468695599159341
