elephant,run,metric,SSF,H2O,SSDM
E4,B,mean,0.15078762637268553,0.42425239363745837,0.2980351401766358
E4,B,sd,0.11911412057152163,0.39643455498093627,0.28976006094101353
E4,B,cv,0.7899462485547312,0.9344309189337785,0.9722345485738613
