elephant,run,pair,pearson,spearman,rmse,mae
E4,B,H2O~SSDM,0.9524240406704095,0.9329386533226511,0.12109030935506684,0.09707587588794563
E4,B,SSF~H2O,0.6844472660318138,0.6354669508064077,0.2804824746161993,0.20671952120306675
E4,B,SSF~SSDM,0.7550715922841179,0.6968751171099903,0.26020951033304857,0.17003451874982228
E4,B,SSF~SDMmean,0.7259275576217069,0.6823690570026862,0.26367401874733404,0.1794778254658696
