tag,input_csv,n_points,n_steps_used,n_controls,cadence,timestamp_tz,seed,raster_stack,output_rsf,output_rsf01,n_covariates,covariates,run_time
E3A,D:/PhD/Projects/SDM_projects/BTEH/SDM_ele/BTEH/BTEH/data/clean/E3A.csv,25090,22003,10,30±10,UTC,20161116,D:/PhD/Projects/SDM_projects/BTEH/SDM_ele/BTEH/BTEH/data/envi/A/stack/stack.tif,D:/PhD/Projects/SDM_projects/BTEH/SDM_ele/BTEH/BTEH/results/SSF/E3A/E3A_SSF_rsf.tif,D:/PhD/Projects/SDM_projects/BTEH/SDM_ele/BTEH/BTEH/results/SSF/E3A/E3A_SSF_rsf_0to1.tif,26,"one, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty, twentyone, twentytwo, twentythree, twentyfour, twentyfive, twentysix",2025-10-29 11:11:20
