collar_id,species,timestamp,lon,lat,geometry
353336355d309206,Loxodonta africana,08-04-2022 11:28,26.55561,-33.62266,POINT (26.55561 -33.62266)
353336355d309206,Loxodonta africana,08-04-2022 11:58,26.55407,-33.61838,POINT (26.55407 -33.61838)
353336355d309206,Loxodonta africana,08-04-2022 12:28,26.58138,-33.62656,POINT (26.58138 -33.62656)
353336355d309206,Loxodonta africana,08-04-2022 12:58,26.58005,-33.62259,POINT (26.58005 -33.62259)
353336355d309206,Loxodonta africana,08-04-2022 13:28,26.58165,-33.61701,POINT (26.58165 -33.61701)
353336355d309206,Loxodonta africana,08-04-2022 13:58,26.5797,-33.61342,POINT (26.5797 -33.61342)
353336355d309206,Loxodonta africana,08-04-2022 14:29,26.57944,-33.61355,POINT (26.57944 -33.61355)
353336355d309206,Loxodonta africana,08-04-2022 14:58,26.5793,-33.61367,POINT (26.5793 -33.61367)
353336355d309206,Loxodonta africana,08-04-2022 15:28,26.57888,-33.61391,POINT (26.57888 -33.61391)
353336355d309206,Loxodonta africana,08-04-2022 15:59,26.57885,-33.61398,POINT (26.57885 -33.61398)
353336355d309206,Loxodonta africana,08-04-2022 16:29,26.5784,-33.61395,POINT (26.5784 -33.61395)
353336355d309206,Loxodonta africana,08-04-2022 16:59,26.5784,-33.61394,POINT (26.5784 -33.61394)
353336355d309206,Loxodonta africana,08-04-2022 17:30,26.57822,-33.61414,POINT (26.57822 -33.61414)
353336355d309206,Loxodonta africana,08-04-2022 17:59,26.58129,-33.61151,POINT (26.58129 -33.61151)
353336355d309206,Loxodonta africana,08-04-2022 18:29,26.58995,-33.60948,POINT (26.58995 -33.60948)
353336355d309206,Loxodonta africana,08-04-2022 18:59,26.59416,-33.60851,POINT (26.59416 -33.60851)
353336355d309206,Loxodonta africana,08-04-2022 19:30,26.59527,-33.60819,POINT (26.59527 -33.60819)
353336355d309206,Loxodonta africana,08-04-2022 20:00,26.59644,-33.6077,POINT (26.59644 -33.6077)
353336355d309206,Loxodonta africana,08-04-2022 20:30,26.59683,-33.60717,POINT (26.59683 -33.60717)
353336355d309206,Loxodonta africana,08-04-2022 21:00,26.59729,-33.60709,POINT (26.59729 -33.60709)
353336355d309206,Loxodonta africana,08-04-2022 21:30,26.59774,-33.60679,POINT (26.59774 -33.60679)
353336355d309206,Loxodonta africana,08-04-2022 22:00,26.59791,-33.60695,POINT (26.59791 -33.60695)
353336355d309206,Loxodonta africana,08-04-2022 22:30,26.59788,-33.60702,POINT (26.59788 -33.60702)
353336355d309206,Loxodonta africana,08-04-2022 23:01,26.598,-33.60695,POINT (26.598 -33.60695)
353336355d309206,Loxodonta africana,08-04-2022 23:30,26.59807,-33.60683,POINT (26.59807 -33.60683)
353336355d309206,Loxodonta africana,08-05-2022 00:01,26.59771,-33.60668,POINT (26.59771 -33.60668)
353336355d309206,Loxodonta africana,08-05-2022 00:31,26.5976,-33.60673,POINT (26.5976 -33.60673)
353336355d309206,Loxodonta africana,08-05-2022 01:01,26.59726,-33.60664,POINT (26.59726 -33.60664)
353336355d309206,Loxodonta africana,08-05-2022 01:31,26.59726,-33.60661,POINT (26.59726 -33.60661)
353336355d309206,Loxodonta africana,08-05-2022 02:02,26.5973,-33.6067,POINT (26.5973 -33.6067)
353336355d309206,Loxodonta africana,08-05-2022 02:32,26.59729,-33.60683,POINT (26.59729 -33.60683)
353336355d309206,Loxodonta africana,08-05-2022 03:01,26.59731,-33.60688,POINT (26.59731 -33.60688)
353336355d309206,Loxodonta africana,08-05-2022 03:31,26.59725,-33.6069,POINT (26.59725 -33.6069)
353336355d309206,Loxodonta africana,08-05-2022 04:02,26.59565,-33.60832,POINT (26.59565 -33.60832)
353336355d309206,Loxodonta africana,08-05-2022 04:32,26.59531,-33.6103,POINT (26.59531 -33.6103)
353336355d309206,Loxodonta africana,08-05-2022 05:02,26.59529,-33.61035,POINT (26.59529 -33.61035)
353336355d309206,Loxodonta africana,08-05-2022 05:32,26.59544,-33.61041,POINT (26.59544 -33.61041)
353336355d309206,Loxodonta africana,08-05-2022 06:03,26.59551,-33.6105,POINT (26.59551 -33.6105)
353336355d309206,Loxodonta africana,08-05-2022 06:32,26.59547,-33.61053,POINT (26.59547 -33.61053)
353336355d309206,Loxodonta africana,08-05-2022 07:02,26.59543,-33.61034,POINT (26.59543 -33.61034)
353336355d309206,Loxodonta africana,08-05-2022 07:32,26.59561,-33.61079,POINT (26.59561 -33.61079)
353336355d309206,Loxodonta africana,08-05-2022 08:03,26.59556,-33.61085,POINT (26.59556 -33.61085)
