collar_id,species,timestamp,lon,lat,geometry
3533363563307a06,Loxodonta africana,08-04-2022 11:25,26.55558,-33.62268,POINT (26.55558 -33.62268)
3533363563307a06,Loxodonta africana,08-04-2022 11:54,26.55398,-33.61844,POINT (26.55398 -33.61844)
3533363563307a06,Loxodonta africana,08-04-2022 12:24,26.55373,-33.61716,POINT (26.55373 -33.61716)
3533363563307a06,Loxodonta africana,08-04-2022 12:54,26.55372,-33.61718,POINT (26.55372 -33.61718)
3533363563307a06,Loxodonta africana,08-04-2022 13:24,26.55299,-33.61612,POINT (26.55299 -33.61612)
3533363563307a06,Loxodonta africana,08-04-2022 13:54,26.55302,-33.6161,POINT (26.55302 -33.6161)
3533363563307a06,Loxodonta africana,08-04-2022 14:25,26.55225,-33.61629,POINT (26.55225 -33.61629)
3533363563307a06,Loxodonta africana,08-04-2022 14:54,26.5518,-33.61687,POINT (26.5518 -33.61687)
3533363563307a06,Loxodonta africana,08-04-2022 15:25,26.55165,-33.61715,POINT (26.55165 -33.61715)
3533363563307a06,Loxodonta africana,08-04-2022 15:55,26.5517,-33.61714,POINT (26.5517 -33.61714)
3533363563307a06,Loxodonta africana,08-04-2022 16:25,26.5517,-33.61738,POINT (26.5517 -33.61738)
3533363563307a06,Loxodonta africana,08-04-2022 16:55,26.55153,-33.61725,POINT (26.55153 -33.61725)
3533363563307a06,Loxodonta africana,08-04-2022 17:26,26.5515,-33.61733,POINT (26.5515 -33.61733)
3533363563307a06,Loxodonta africana,08-04-2022 17:55,26.55088,-33.61747,POINT (26.55088 -33.61747)
3533363563307a06,Loxodonta africana,08-04-2022 18:26,26.55083,-33.61713,POINT (26.55083 -33.61713)
3533363563307a06,Loxodonta africana,08-04-2022 18:55,26.55295,-33.61447,POINT (26.55295 -33.61447)
3533363563307a06,Loxodonta africana,08-04-2022 19:25,26.55436,-33.61364,POINT (26.55436 -33.61364)
3533363563307a06,Loxodonta africana,08-04-2022 19:56,26.55475,-33.61346,POINT (26.55475 -33.61346)
3533363563307a06,Loxodonta africana,08-04-2022 20:27,26.55694,-33.6128,POINT (26.55694 -33.6128)
3533363563307a06,Loxodonta africana,08-04-2022 20:57,26.55791,-33.61247,POINT (26.55791 -33.61247)
3533363563307a06,Loxodonta africana,08-04-2022 21:27,26.55982,-33.61254,POINT (26.55982 -33.61254)
3533363563307a06,Loxodonta africana,08-04-2022 21:57,26.56044,-33.61256,POINT (26.56044 -33.61256)
3533363563307a06,Loxodonta africana,08-04-2022 22:28,26.56059,-33.61257,POINT (26.56059 -33.61257)
3533363563307a06,Loxodonta africana,08-04-2022 22:57,26.56082,-33.61261,POINT (26.56082 -33.61261)
3533363563307a06,Loxodonta africana,08-04-2022 23:27,26.56098,-33.61248,POINT (26.56098 -33.61248)
3533363563307a06,Loxodonta africana,08-04-2022 23:58,26.56094,-33.61237,POINT (26.56094 -33.61237)
3533363563307a06,Loxodonta africana,08-05-2022 00:27,26.56064,-33.61216,POINT (26.56064 -33.61216)
