elephant,run,pair,pearson,spearman,rmse,mae
E1,B,H2O~SSDM,0.947771016348239,0.927294482289553,0.15045461310314684,0.11156496356286635
E1,B,SSF~H2O,0.8502630882848384,0.8468466601559256,0.3015949364369956,0.20780065378151444
E1,B,SSF~SSDM,0.8798056097731811,0.8746622508530967,0.19448113190939167,0.12154698343451015
E1,B,SSF~SDMmean,0.8739922968437029,0.872134452928193,0.2423469837352889,0.15773086867058467
