elephant,run,metric,SSF,H2O,SSDM
E1,B,mean,0.1654598504461836,0.4476204599968718,0.26942005401732105
E1,B,sd,0.14650372153746857,0.3787771753838377,0.2777764374525626
E1,B,cv,0.885433658116872,0.8462016560643433,1.0310161856165618
