"cluster_id","collar_id","species","timestamp","lon","lat","geometry"
1,"353336355b308106","Loxodonta africana","03-11-2023 00:02",26.60771,-33.6057,"POINT (26.60771 -33.6057)"
1,"353336355b308106","Loxodonta africana","30-09-2022 06:01",26.58361,-33.61948,"POINT (26.58361 -33.61948)"
1,"353336355b308106","Loxodonta africana","03-03-2023 13:19",26.56296,-33.62405,"POINT (26.56296 -33.62405)"
1,"353336355b308106","Loxodonta africana","24-01-2023 21:46",26.57075,-33.63129,"POINT (26.57075 -33.63129)"
1,"353336355b308106","Loxodonta africana","19-11-2022 16:03",26.59587,-33.61339,"POINT (26.59587 -33.61339)"
1,"353336355b308106","Loxodonta africana","30-11-2022 16:22",26.58887,-33.58665,"POINT (26.58887 -33.58665)"
1,"353336355b308106","Loxodonta africana","27-10-2022 10:17",26.54844,-33.61781,"POINT (26.54844 -33.61781)"
1,"353336355b308106","Loxodonta africana","16-08-2022 17:57",26.57993,-33.60711,"POINT (26.57993 -33.60711)"
1,"353336355b308106","Loxodonta africana","12-02-2022 12:03",26.58038,-33.61275,"POINT (26.58038 -33.61275)"
1,"353336355b308106","Loxodonta africana","12-04-2022 23:17",26.5554,-33.62431,"POINT (26.5554 -33.62431)"
1,"353336355b308106","Loxodonta africana","18-10-2022 20:55",26.54749,-33.61966,"POINT (26.54749 -33.61966)"
1,"353336355b308106","Loxodonta africana","30-12-2022 08:16",26.56256,-33.62317,"POINT (26.56256 -33.62317)"
1,"353336355b308106","Loxodonta africana","19-04-2023 22:21",26.58982,-33.60726,"POINT (26.58982 -33.60726)"
1,"353336355b308106","Loxodonta africana","28-10-2022 08:23",26.56941,-33.61747,"POINT (26.56941 -33.61747)"
1,"353336355b308106","Loxodonta africana","11-03-2022 09:59",26.60471,-33.61602,"POINT (26.60471 -33.61602)"
1,"353336355b308106","Loxodonta africana","23-09-2022 03:23",26.56416,-33.57147,"POINT (26.56416 -33.57147)"
1,"353336355b308106","Loxodonta africana","16-02-2023 16:25",26.5718,-33.62628,"POINT (26.5718 -33.62628)"
1,"353336355b308106","Loxodonta africana","03-05-2023 08:00",26.58045,-33.61257,"POINT (26.58045 -33.61257)"
1,"353336355b308106","Loxodonta africana","09-09-2022 20:02",26.60801,-33.61222,"POINT (26.60801 -33.61222)"
1,"353336355b308106","Loxodonta africana","27-09-2022 10:13",26.57813,-33.58788,"POINT (26.57813 -33.58788)"
1,"353336355b308106","Loxodonta africana","12-01-2022 21:59",26.57875,-33.60759,"POINT (26.57875 -33.60759)"
1,"353336355b308106","Loxodonta africana","30-11-2022 22:53",26.59431,-33.59539,"POINT (26.59431 -33.59539)"
1,"353336355b308106","Loxodonta africana","16-09-2022 08:11",26.60373,-33.61359,"POINT (26.60373 -33.61359)"
1,"353336355b308106","Loxodonta africana","09-03-2022 13:24",26.58761,-33.61734,"POINT (26.58761 -33.61734)"
1,"353336355b308106","Loxodonta africana","11-01-2022 22:50",26.57811,-33.60968,"POINT (26.57811 -33.60968)"
1,"353336355b308106","Loxodonta africana","13-10-2022 14:54",26.60635,-33.61039,"POINT (26.60635 -33.61039)"
1,"353336355b308106","Loxodonta africana","30-10-2022 12:06",26.57229,-33.61979,"POINT (26.57229 -33.61979)"
1,"353336355b308106","Loxodonta africana","15-02-2023 04:47",26.54354,-33.61923,"POINT (26.54354 -33.61923)"
1,"353336355b308106","Loxodonta africana","30-11-2022 22:23",26.59437,-33.59537,"POINT (26.59437 -33.59537)"
1,"353336355b308106","Loxodonta africana","25-03-2023 20:27",26.58514,-33.60689,"POINT (26.58514 -33.60689)"
1,"353336355b308106","Loxodonta africana","27-11-2022 13:20",26.59519,-33.60922,"POINT (26.59519 -33.60922)"
1,"353336355b308106","Loxodonta africana","08-05-2022 21:51",26.55635,-33.62897,"POINT (26.55635 -33.62897)"
1,"353336355b308106","Loxodonta africana","15-02-2023 06:48",26.5437,-33.61922,"POINT (26.5437 -33.61922)"
1,"353336355b308106","Loxodonta africana","17-01-2023 03:31",26.58098,-33.62038,"POINT (26.58098 -33.62038)"
1,"353336355b308106","Loxodonta africana","28-10-2022 04:22",26.5668,-33.62132,"POINT (26.5668 -33.62132)"
1,"353336355b308106","Loxodonta africana","08-09-2022 13:43",26.56249,-33.61376,"POINT (26.56249 -33.61376)"
1,"353336355b308106","Loxodonta africana","02-11-2023 15:27",26.58754,-33.60423,"POINT (26.58754 -33.60423)"
1,"353336355b308106","Loxodonta africana","22-01-2023 00:59",26.60768,-33.61363,"POINT (26.60768 -33.61363)"
1,"353336355b308106","Loxodonta africana","28-09-2022 01:18",26.57752,-33.58926,"POINT (26.57752 -33.58926)"
1,"353336355b308106","Loxodonta africana","03-05-2023 02:59",26.58128,-33.62161,"POINT (26.58128 -33.62161)"
1,"353336355b308106","Loxodonta africana","15-12-2022 07:48",26.54471,-33.62042,"POINT (26.54471 -33.62042)"
