"cluster_id","collar_id","species","timestamp","lon","lat","geometry"
0,"383737327c30820e","Loxodonta africana","04-06-2024 16:23",26.52027,-33.59108,"POINT (26.52027 -33.59108)"
0,"383737327c30820e","Loxodonta africana","08-08-2024 00:09",26.55421,-33.62648,"POINT (26.55421 -33.62648)"
0,"383737327c30820e","Loxodonta africana","31-01-2024 21:08",26.50771,-33.5996,"POINT (26.50771 -33.5996)"
0,"383737327c30820e","Loxodonta africana","31-01-2024 20:37",26.50641,-33.60008,"POINT (26.50641 -33.60008)"
0,"383737327c30820e","Loxodonta africana","04-12-2024 00:20",26.51263,-33.60617,"POINT (26.51263 -33.60617)"
0,"383737327c30820e","Loxodonta africana","04-03-2024 23:08",26.52601,-33.57551,"POINT (26.52601 -33.57551)"
0,"383737327c30820e","Loxodonta africana","04-08-2024 09:33",26.511,-33.56656,"POINT (26.511 -33.56656)"
0,"383737327c30820e","Loxodonta africana","04-07-2024 07:27",26.53151,-33.5781,"POINT (26.53151 -33.5781)"
0,"383737327c30820e","Loxodonta africana","04-08-2024 19:34",26.50655,-33.57637,"POINT (26.50655 -33.57637)"
0,"383737327c30820e","Loxodonta africana","13-01-2024 21:09",26.51243,-33.61747,"POINT (26.51243 -33.61747)"
1,"383737327c30820e","Loxodonta africana","15-02-2024 01:27",26.51952,-33.64182,"POINT (26.51952 -33.64182)"
1,"383737327c30820e","Loxodonta africana","01-11-2024 20:57",26.53127,-33.62559,"POINT (26.53127 -33.62559)"
1,"383737327c30820e","Loxodonta africana","02-05-2024 20:28",26.55268,-33.64032,"POINT (26.55268 -33.64032)"
1,"383737327c30820e","Loxodonta africana","19-06-2024 23:34",26.50087,-33.63791,"POINT (26.50087 -33.63791)"
1,"383737327c30820e","Loxodonta africana","23-04-2024 22:38",26.53193,-33.62441,"POINT (26.53193 -33.62441)"
1,"383737327c30820e","Loxodonta africana","01-02-2024 01:01",26.51678,-33.63436,"POINT (26.51678 -33.63436)"
1,"383737327c30820e","Loxodonta africana","01-04-2024 00:15",26.53268,-33.62404,"POINT (26.53268 -33.62404)"
1,"383737327c30820e","Loxodonta africana","02-10-2024 21:01",26.52332,-33.63744,"POINT (26.52332 -33.63744)"
1,"383737327c30820e","Loxodonta africana","14-02-2024 04:51",26.50525,-33.63947,"POINT (26.50525 -33.63947)"
1,"383737327c30820e","Loxodonta africana","02-04-2024 02:26",26.52568,-33.6295,"POINT (26.52568 -33.6295)"
1,"383737327c30820e","Loxodonta africana","10-03-2024 07:04",26.52982,-33.62603,"POINT (26.52982 -33.62603)"
1,"383737327c30820e","Loxodonta africana","24-04-2024 22:43",26.54754,-33.63634,"POINT (26.54754 -33.63634)"
1,"383737327c30820e","Loxodonta africana","14-05-2024 20:18",26.53217,-33.63113,"POINT (26.53217 -33.63113)"
1,"383737327c30820e","Loxodonta africana","26-02-2024 19:00",26.5226,-33.63294,"POINT (26.5226 -33.63294)"
