"cluster_id","collar_id","species","timestamp","lon","lat","geometry"
1,"353336355d309206","Loxodonta africana","02-11-2023 07:30",26.58413,-33.60393,"POINT (26.58413 -33.60393)"
1,"353336355d309206","Loxodonta africana","30-11-2022 14:02",26.58917,-33.58197,"POINT (26.58917 -33.58197)"
1,"353336355d309206","Loxodonta africana","28-12-2022 12:13",26.55402,-33.63117,"POINT (26.55402 -33.63117)"
1,"353336355d309206","Loxodonta africana","12-02-2022 21:45",26.58555,-33.60597,"POINT (26.58555 -33.60597)"
1,"353336355d309206","Loxodonta africana","09-12-2022 02:35",26.55583,-33.63024,"POINT (26.55583 -33.63024)"
1,"353336355d309206","Loxodonta africana","13-01-2023 12:45",26.59166,-33.5858,"POINT (26.59166 -33.5858)"
1,"353336355d309206","Loxodonta africana","01-10-2023 19:59",26.59278,-33.58842,"POINT (26.59278 -33.58842)"
1,"353336355d309206","Loxodonta africana","01-11-2023 10:03",26.59517,-33.58216,"POINT (26.59517 -33.58216)"
1,"353336355d309206","Loxodonta africana","26-10-2022 23:22",26.55556,-33.62948,"POINT (26.55556 -33.62948)"
1,"353336355d309206","Loxodonta africana","16-10-2022 16:22",26.57232,-33.62562,"POINT (26.57232 -33.62562)"
1,"353336355d309206","Loxodonta africana","30-01-2023 12:22",26.60711,-33.61161,"POINT (26.60711 -33.61161)"
1,"353336355d309206","Loxodonta africana","10-10-2022 22:49",26.55135,-33.61917,"POINT (26.55135 -33.61917)"
1,"353336355d309206","Loxodonta africana","18-10-2022 01:00",26.56206,-33.62262,"POINT (26.56206 -33.62262)"
1,"353336355d309206","Loxodonta africana","02-05-2023 10:26",26.60854,-33.6121,"POINT (26.60854 -33.6121)"
1,"353336355d309206","Loxodonta africana","25-11-2022 09:40",26.5831,-33.60767,"POINT (26.5831 -33.60767)"
1,"353336355d309206","Loxodonta africana","27-12-2022 20:39",26.571,-33.62593,"POINT (26.571 -33.62593)"
1,"353336355d309206","Loxodonta africana","09-05-2022 14:29",26.55466,-33.61587,"POINT (26.55466 -33.61587)"
1,"353336355d309206","Loxodonta africana","14-11-2022 08:36",26.59566,-33.61109,"POINT (26.59566 -33.61109)"
1,"353336355d309206","Loxodonta africana","23-09-2022 05:07",26.59093,-33.60544,"POINT (26.59093 -33.60544)"
1,"353336355d309206","Loxodonta africana","18-12-2022 02:43",26.56925,-33.61882,"POINT (26.56925 -33.61882)"
1,"353336355d309206","Loxodonta africana","02-05-2023 22:00",26.60271,-33.61029,"POINT (26.60271 -33.61029)"
1,"353336355d309206","Loxodonta africana","21-01-2023 09:30",26.57887,-33.61467,"POINT (26.57887 -33.61467)"
1,"353336355d309206","Loxodonta africana","31-01-2023 05:56",26.60368,-33.60932,"POINT (26.60368 -33.60932)"
1,"353336355d309206","Loxodonta africana","11-10-2022 13:45",26.59939,-33.59159,"POINT (26.59939 -33.59159)"
1,"353336355d309206","Loxodonta africana","01-07-2023 15:10",26.60328,-33.5946,"POINT (26.60328 -33.5946)"
1,"353336355d309206","Loxodonta africana","08-10-2022 06:01",26.55916,-33.63253,"POINT (26.55916 -33.63253)"
1,"353336355d309206","Loxodonta africana","21-11-2022 13:48",26.58393,-33.60444,"POINT (26.58393 -33.60444)"
1,"353336355d309206","Loxodonta africana","26-09-2022 02:25",26.54503,-33.61428,"POINT (26.54503 -33.61428)"
1,"353336355d309206","Loxodonta africana","22-11-2022 11:23",26.58784,-33.60222,"POINT (26.58784 -33.60222)"
1,"353336355d309206","Loxodonta africana","31-01-2023 23:00",26.60771,-33.60499,"POINT (26.60771 -33.60499)"
1,"353336355d309206","Loxodonta africana","21-02-2023 14:57",26.54266,-33.62391,"POINT (26.54266 -33.62391)"
1,"353336355d309206","Loxodonta africana","15-12-2022 04:26",26.54465,-33.61973,"POINT (26.54465 -33.61973)"
1,"353336355d309206","Loxodonta africana","01-09-2023 22:24",26.59306,-33.59256,"POINT (26.59306 -33.59256)"
1,"353336355d309206","Loxodonta africana","14-11-2022 10:06",26.59495,-33.61088,"POINT (26.59495 -33.61088)"
